"output_area","All people in households","Owned","Owned: Owned outright","Owned: Owned with a mortgage or loan","Owned: Shared ownership (part owned and part rented)","Social rented","Social rented: Rented from council (Local authority)","Social rented: Other social rented","Private rented","Private rented: Private landlord or letting agency","Private rented: Employer of a household member","Private rented: Relative or friend of a household member","Private rented: Other","Living rent free"
"S00124854",141,80,18,62,0,39,21,18,22,21,0,1,0,0
"S00124855",82,45,2,43,0,34,0,34,3,2,0,1,0,0
"S00124856",126,37,7,30,0,63,25,38,26,21,0,4,1,0
"S00124857",156,110,39,70,1,14,5,9,32,32,0,0,0,0
"S00124858",170,119,45,74,0,31,21,10,19,17,0,2,0,1
"S00124859",83,44,14,30,0,18,9,9,21,16,3,2,0,0
"S00124860",88,63,28,35,0,16,13,3,9,7,0,2,0,0
"S00124861",99,74,27,47,0,21,16,5,4,3,1,0,0,0
"S00124862",86,75,26,49,0,5,5,0,6,6,0,0,0,0
"S00124863",68,28,3,25,0,31,20,11,9,9,0,0,0,0
"S00124864",126,98,26,72,0,13,10,3,15,15,0,0,0,0
"S00124865",96,68,12,56,0,11,11,0,17,17,0,0,0,0
"S00124866",164,108,26,82,0,33,29,4,22,20,0,2,0,1
"S00124867",82,32,1,31,0,26,17,9,24,20,0,4,0,0
"S00124868",192,160,43,117,0,15,7,8,17,17,0,0,0,0
"S00124869",194,145,57,88,0,22,10,12,20,17,0,2,1,7
"S00124870",123,54,7,47,0,36,27,9,33,33,0,0,0,0
"S00124871",135,97,23,74,0,31,24,7,7,6,0,1,0,0
"S00124872",116,54,5,49,0,32,24,8,30,29,0,1,0,0
"S00124873",111,89,8,81,0,6,6,0,16,16,0,0,0,0
"S00124874",91,38,8,30,0,21,14,7,28,26,0,2,0,4
"S00124875",87,67,21,46,0,15,8,7,5,5,0,0,0,0
"S00124876",158,131,45,86,0,9,5,4,17,15,0,2,0,1
"S00124877",180,128,47,81,0,44,17,27,8,7,0,0,1,0
"S00124878",100,70,12,58,0,16,11,5,14,14,0,0,0,0
"S00124879",69,11,3,8,0,54,40,14,4,4,0,0,0,0
"S00124880",198,142,17,125,0,23,19,4,29,29,0,0,0,4
"S00124881",142,98,26,72,0,33,15,18,11,11,0,0,0,0
"S00124882",192,156,33,123,0,24,22,2,11,8,0,3,0,1
"S00124883",178,145,28,117,0,27,24,3,6,5,0,1,0,0
"S00124884",205,165,35,130,0,18,9,9,19,19,0,0,0,3
"S00124885",104,78,43,35,0,18,16,2,8,4,0,4,0,0
"S00124886",124,49,13,36,0,30,15,15,45,45,0,0,0,0
"S00124887",146,75,26,49,0,46,22,24,25,25,0,0,0,0
"S00124888",140,126,55,71,0,4,3,1,9,9,0,0,0,1
"S00124889",238,186,36,150,0,35,23,12,16,16,0,0,0,1
"S00124890",159,116,35,81,0,19,8,11,23,20,0,3,0,1
"S00124891",163,146,3,143,0,6,1,5,11,10,0,1,0,0
"S00124892",151,94,18,76,0,43,30,13,13,12,0,1,0,1
"S00124893",125,48,9,39,0,64,39,25,13,12,0,1,0,0
"S00124894",122,41,3,38,0,61,49,12,20,20,0,0,0,0
"S00124895",128,64,16,48,0,41,23,18,23,21,0,2,0,0
"S00124896",134,82,26,56,0,18,9,9,34,34,0,0,0,0
"S00124897",114,109,15,94,0,2,2,0,3,3,0,0,0,0
"S00124898",152,133,29,104,0,5,1,4,14,12,0,2,0,0
"S00124899",154,145,25,120,0,1,1,0,8,7,0,1,0,0
"S00124900",137,120,23,97,0,2,2,0,15,11,0,4,0,0
"S00124901",94,84,22,62,0,3,1,2,6,4,0,2,0,1
"S00124902",86,80,30,50,0,2,2,0,2,0,0,2,0,2
"S00124903",152,122,35,87,0,25,17,8,5,4,0,1,0,0
"S00124904",182,168,38,130,0,0,0,0,14,14,0,0,0,0
"S00124905",107,62,11,51,0,24,16,8,15,15,0,0,0,6
"S00124906",68,27,2,25,0,22,16,6,19,18,0,1,0,0
"S00124907",128,117,39,78,0,8,4,4,3,3,0,0,0,0
"S00124908",159,101,19,82,0,40,34,6,18,17,0,1,0,0
"S00124909",131,113,35,78,0,18,6,12,0,0,0,0,0,0
"S00124910",164,149,54,95,0,10,6,4,3,3,0,0,0,2
"S00124911",146,113,34,79,0,14,8,6,19,17,0,2,0,0
"S00124912",160,121,30,91,0,22,13,9,17,17,0,0,0,0
"S00124913",76,49,10,39,0,19,11,8,8,8,0,0,0,0
"S00124914",137,118,38,80,0,11,7,4,1,1,0,0,0,7
"S00124915",61,30,8,22,0,14,9,5,17,17,0,0,0,0
"S00124916",108,92,31,61,0,12,9,3,4,4,0,0,0,0
"S00124917",126,113,39,74,0,13,3,10,0,0,0,0,0,0
"S00124918",109,92,29,63,0,17,10,7,0,0,0,0,0,0
"S00124919",168,137,30,107,0,15,10,5,12,2,0,10,0,4
"S00124920",114,96,24,72,0,15,12,3,3,1,0,2,0,0
"S00124921",112,71,6,65,0,38,25,13,3,3,0,0,0,0
"S00124922",84,73,15,58,0,8,6,2,3,3,0,0,0,0
"S00124923",129,129,9,120,0,0,0,0,0,0,0,0,0,0
"S00124924",211,198,107,91,0,7,5,2,6,6,0,0,0,0
"S00124925",104,86,27,59,0,6,5,1,8,4,0,4,0,4
"S00124926",146,132,48,84,0,0,0,0,14,8,0,6,0,0
"S00124927",133,127,57,70,0,2,2,0,4,4,0,0,0,0
"S00124928",146,142,66,72,4,0,0,0,4,4,0,0,0,0
"S00124929",122,112,47,63,2,1,1,0,9,9,0,0,0,0
"S00124930",90,75,20,55,0,4,4,0,10,9,0,1,0,1
"S00124931",113,108,65,43,0,0,0,0,4,4,0,0,0,1
"S00124932",110,107,47,60,0,2,2,0,1,1,0,0,0,0
"S00124933",130,91,29,62,0,36,36,0,3,3,0,0,0,0
"S00124934",141,127,48,79,0,12,9,3,1,1,0,0,0,1
"S00124935",107,98,41,54,3,9,9,0,0,0,0,0,0,0
"S00124936",122,102,21,81,0,6,0,6,14,14,0,0,0,0
"S00124937",75,54,28,26,0,14,14,0,5,5,0,0,0,2
"S00124938",154,114,45,69,0,39,35,4,1,1,0,0,0,0
"S00124939",138,103,29,72,2,29,29,0,5,5,0,0,0,1
"S00124940",101,40,7,33,0,58,56,2,2,2,0,0,0,1
"S00124941",127,50,14,36,0,70,69,1,6,6,0,0,0,1
"S00124942",111,46,9,37,0,54,54,0,11,11,0,0,0,0
"S00124943",132,113,35,78,0,19,19,0,0,0,0,0,0,0
"S00124944",166,89,21,68,0,56,56,0,20,20,0,0,0,1
"S00124945",126,51,21,30,0,58,54,4,16,12,0,4,0,1
"S00124946",121,106,41,65,0,10,9,1,5,5,0,0,0,0
"S00124947",112,107,39,68,0,5,5,0,0,0,0,0,0,0
"S00124948",65,54,8,46,0,7,7,0,4,4,0,0,0,0
"S00124949",71,57,14,43,0,14,14,0,0,0,0,0,0,0
"S00124950",144,125,41,84,0,12,12,0,4,4,0,0,0,3
"S00124951",126,121,50,71,0,5,5,0,0,0,0,0,0,0
"S00124952",130,125,55,70,0,5,5,0,0,0,0,0,0,0
"S00124953",105,97,50,47,0,3,3,0,2,2,0,0,0,3
"S00124954",158,158,43,115,0,0,0,0,0,0,0,0,0,0
"S00124955",140,131,59,72,0,2,2,0,7,7,0,0,0,0
"S00124956",126,124,33,91,0,0,0,0,2,0,0,2,0,0
"S00124957",143,122,46,76,0,16,16,0,4,4,0,0,0,1
"S00124958",130,106,29,77,0,4,4,0,20,16,0,4,0,0
"S00124959",91,59,6,53,0,10,10,0,21,17,0,4,0,1
"S00124960",104,85,29,56,0,6,6,0,13,12,0,1,0,0
"S00124961",165,143,47,96,0,11,0,11,11,11,0,0,0,0
"S00124962",165,165,70,95,0,0,0,0,0,0,0,0,0,0
"S00124963",114,68,31,37,0,42,16,26,4,1,0,3,0,0
"S00124964",175,170,59,111,0,5,0,5,0,0,0,0,0,0
"S00124965",150,140,57,83,0,0,0,0,5,5,0,0,0,5
"S00124966",177,130,36,94,0,7,2,5,39,38,0,1,0,1
"S00124967",148,148,81,67,0,0,0,0,0,0,0,0,0,0
"S00124968",119,97,27,68,2,8,2,6,14,7,0,7,0,0
"S00124969",144,104,25,79,0,17,6,11,23,16,0,7,0,0
"S00124970",159,95,24,71,0,24,6,18,40,35,0,1,4,0
"S00124971",159,95,24,71,0,36,13,23,22,22,0,0,0,6
"S00124972",148,99,28,71,0,27,10,17,21,21,0,0,0,1
"S00124973",110,108,51,57,0,0,0,0,0,0,0,0,0,2
"S00124974",103,64,15,49,0,0,0,0,39,35,0,4,0,0
"S00124975",87,63,24,39,0,13,0,13,11,9,0,2,0,0
"S00124976",107,42,17,25,0,11,9,2,52,33,0,0,19,2
"S00124977",200,167,46,121,0,15,4,11,16,10,0,6,0,2
"S00124978",123,101,36,65,0,10,1,9,12,12,0,0,0,0
"S00124979",147,128,33,95,0,7,7,0,12,12,0,0,0,0
"S00124980",115,88,20,68,0,24,24,0,0,0,0,0,0,3
"S00124981",151,94,27,67,0,31,17,14,26,26,0,0,0,0
"S00124982",98,82,23,59,0,16,16,0,0,0,0,0,0,0
"S00124983",98,70,23,46,1,15,15,0,13,13,0,0,0,0
"S00124984",85,73,33,40,0,7,7,0,5,5,0,0,0,0
"S00124985",142,125,58,67,0,7,7,0,9,9,0,0,0,1
"S00124986",127,99,35,64,0,24,24,0,4,4,0,0,0,0
"S00124987",94,72,20,52,0,17,17,0,5,5,0,0,0,0
"S00124988",150,112,35,77,0,25,24,1,13,11,0,0,2,0
"S00124989",112,90,46,44,0,7,7,0,15,15,0,0,0,0
"S00124990",164,107,30,77,0,36,36,0,19,18,0,1,0,2
"S00124991",161,121,26,95,0,27,27,0,13,11,0,2,0,0
"S00124992",118,95,32,63,0,11,10,1,12,12,0,0,0,0
"S00124993",197,13,6,7,0,163,16,147,19,19,0,0,0,2
"S00124994",152,121,32,89,0,26,25,1,5,5,0,0,0,0
"S00124995",97,71,20,51,0,17,17,0,8,8,0,0,0,1
"S00124996",165,119,28,91,0,32,30,2,13,13,0,0,0,1
"S00124997",182,84,15,69,0,85,13,72,12,12,0,0,0,1
"S00124998",106,88,22,66,0,5,5,0,13,10,0,0,3,0
"S00124999",108,77,11,66,0,24,18,6,7,7,0,0,0,0
"S00125000",119,84,17,67,0,22,15,7,13,13,0,0,0,0
"S00125001",142,107,28,79,0,32,32,0,3,3,0,0,0,0
"S00125002",217,214,27,187,0,1,0,1,2,0,0,0,2,0
"S00125003",102,99,68,31,0,0,0,0,1,1,0,0,0,2
"S00125004",103,87,41,46,0,2,2,0,12,12,0,0,0,2
"S00125005",179,176,23,153,0,3,3,0,0,0,0,0,0,0
"S00125006",119,119,55,64,0,0,0,0,0,0,0,0,0,0
"S00125007",86,83,37,46,0,3,3,0,0,0,0,0,0,0
"S00125008",135,134,15,119,0,0,0,0,1,1,0,0,0,0
"S00125009",101,99,35,64,0,2,2,0,0,0,0,0,0,0
"S00125010",103,96,19,77,0,5,5,0,2,2,0,0,0,0
"S00125011",149,139,31,108,0,2,2,0,8,4,0,4,0,0
"S00125012",187,181,48,133,0,3,3,0,3,0,0,3,0,0
"S00125013",208,202,86,115,1,4,4,0,0,0,0,0,0,2
"S00125014",128,124,60,64,0,4,4,0,0,0,0,0,0,0
"S00125015",135,130,62,68,0,0,0,0,4,2,0,2,0,1
"S00125016",111,108,43,65,0,0,0,0,3,3,0,0,0,0
"S00125017",78,77,33,44,0,0,0,0,1,1,0,0,0,0
"S00125018",115,110,43,67,0,0,0,0,5,5,0,0,0,0
"S00125019",109,104,48,56,0,1,0,1,4,2,0,1,1,0
"S00125020",174,171,60,111,0,3,0,3,0,0,0,0,0,0
"S00125021",128,112,35,77,0,12,12,0,3,3,0,0,0,1
"S00125022",141,135,38,97,0,6,5,1,0,0,0,0,0,0
"S00125023",160,72,34,38,0,83,83,0,4,4,0,0,0,1
"S00125024",110,18,5,13,0,86,84,2,6,5,0,1,0,0
"S00125025",135,23,3,20,0,106,106,0,6,5,0,1,0,0
"S00125026",140,54,19,35,0,86,86,0,0,0,0,0,0,0
"S00125027",170,160,76,84,0,2,2,0,7,5,0,2,0,1
"S00125028",108,108,41,67,0,0,0,0,0,0,0,0,0,0
"S00125029",94,80,34,46,0,4,4,0,5,5,0,0,0,5
"S00125030",73,46,7,39,0,23,23,0,4,3,0,1,0,0
"S00125031",156,113,32,79,2,30,30,0,9,6,0,3,0,4
"S00125032",129,101,52,49,0,22,22,0,6,6,0,0,0,0
"S00125033",126,114,36,77,1,7,6,1,5,5,0,0,0,0
"S00125034",193,104,37,67,0,81,81,0,7,1,0,6,0,1
"S00125035",117,37,14,23,0,73,73,0,7,4,0,3,0,0
"S00125036",129,101,20,78,3,17,17,0,11,6,0,5,0,0
"S00125037",85,11,4,7,0,69,69,0,5,5,0,0,0,0
"S00125038",119,79,20,59,0,30,28,2,10,6,0,4,0,0
"S00125039",181,121,36,85,0,50,50,0,9,8,0,1,0,1
"S00125040",158,132,49,83,0,25,25,0,1,1,0,0,0,0
"S00125041",184,150,56,94,0,26,26,0,3,3,0,0,0,5
"S00125042",182,152,60,92,0,25,25,0,5,5,0,0,0,0
"S00125043",99,72,22,50,0,19,19,0,8,8,0,0,0,0
"S00125044",162,106,24,82,0,28,28,0,28,18,0,10,0,0
"S00125045",166,83,25,58,0,65,59,6,16,16,0,0,0,2
"S00125046",75,43,6,37,0,26,26,0,5,4,0,1,0,1
"S00125047",147,100,20,80,0,42,42,0,5,4,0,1,0,0
"S00125048",105,100,43,57,0,5,5,0,0,0,0,0,0,0
"S00125049",108,108,54,54,0,0,0,0,0,0,0,0,0,0
"S00125050",168,165,55,110,0,2,2,0,1,1,0,0,0,0
"S00125051",82,35,17,18,0,35,35,0,12,7,0,4,1,0
"S00125052",137,27,7,20,0,109,105,4,1,1,0,0,0,0
"S00125053",98,49,11,38,0,31,31,0,16,16,0,0,0,2
"S00125054",88,42,19,23,0,33,33,0,10,10,0,0,0,3
"S00125055",89,52,19,33,0,28,27,1,9,9,0,0,0,0
"S00125056",141,79,19,60,0,50,50,0,8,6,0,2,0,4
"S00125057",76,40,8,32,0,31,31,0,5,2,0,3,0,0
"S00125058",117,45,19,26,0,59,59,0,12,11,0,1,0,1
"S00125059",112,40,6,34,0,67,67,0,5,5,0,0,0,0
"S00125060",110,46,9,37,0,51,51,0,13,13,0,0,0,0
"S00125061",94,39,12,26,1,43,3,40,12,12,0,0,0,0
"S00125062",116,32,8,24,0,71,68,3,9,9,0,0,0,4
"S00125063",69,16,10,6,0,49,49,0,4,1,0,3,0,0
"S00125064",87,37,18,19,0,40,22,18,9,8,0,1,0,1
"S00125065",54,30,19,11,0,16,16,0,8,8,0,0,0,0
"S00125066",75,36,23,13,0,28,13,15,11,5,0,2,4,0
"S00125067",102,49,15,34,0,48,43,5,5,4,0,0,1,0
"S00125068",71,28,7,21,0,36,14,22,7,7,0,0,0,0
"S00125069",63,31,9,22,0,13,5,8,17,13,0,4,0,2
"S00125070",95,40,17,23,0,39,39,0,16,16,0,0,0,0
"S00125071",112,23,4,19,0,73,73,0,16,16,0,0,0,0
"S00125072",79,38,12,26,0,27,22,5,14,14,0,0,0,0
"S00125073",121,65,18,47,0,39,39,0,16,16,0,0,0,1
"S00125074",121,38,13,23,2,75,75,0,8,8,0,0,0,0
"S00125075",132,97,41,56,0,26,26,0,9,9,0,0,0,0
"S00125076",97,30,5,25,0,65,65,0,2,2,0,0,0,0
"S00125077",122,53,20,32,1,69,63,6,0,0,0,0,0,0
"S00125078",101,77,17,60,0,18,18,0,6,6,0,0,0,0
"S00125079",202,95,14,79,2,87,83,4,20,20,0,0,0,0
"S00125080",137,78,27,51,0,43,43,0,13,10,0,3,0,3
"S00125081",99,68,29,39,0,16,12,4,15,13,0,2,0,0
"S00125082",64,37,8,29,0,18,18,0,8,8,0,0,0,1
"S00125083",96,67,29,38,0,26,25,1,3,2,0,1,0,0
"S00125084",51,5,2,3,0,46,2,44,0,0,0,0,0,0
"S00125085",159,148,47,101,0,7,7,0,2,2,0,0,0,2
"S00125086",138,86,27,59,0,52,52,0,0,0,0,0,0,0
"S00125087",86,52,13,39,0,20,19,1,13,9,0,4,0,1
"S00125088",96,82,43,39,0,14,14,0,0,0,0,0,0,0
"S00125089",83,58,21,37,0,21,19,2,3,3,0,0,0,1
"S00125090",131,112,34,78,0,12,9,3,7,7,0,0,0,0
"S00125091",80,44,27,17,0,33,33,0,3,3,0,0,0,0
"S00125092",72,64,33,31,0,0,0,0,8,8,0,0,0,0
"S00125093",72,54,26,28,0,0,0,0,13,10,0,3,0,5
"S00125094",196,170,56,114,0,6,6,0,20,15,0,5,0,0
"S00125095",73,62,25,37,0,6,6,0,4,0,0,4,0,1
"S00125096",111,49,18,31,0,60,60,0,0,0,0,0,0,2
"S00125097",79,30,10,20,0,45,45,0,4,3,0,1,0,0
"S00125098",83,25,9,16,0,56,54,2,2,2,0,0,0,0
"S00125099",185,172,30,142,0,5,5,0,8,8,0,0,0,0
"S00125100",179,168,68,100,0,6,6,0,5,5,0,0,0,0
"S00125101",103,101,12,89,0,2,2,0,0,0,0,0,0,0
"S00125102",87,78,3,75,0,7,7,0,2,2,0,0,0,0
"S00125103",96,16,8,7,1,67,9,58,13,10,0,2,1,0
"S00125104",54,32,17,15,0,16,16,0,6,4,0,2,0,0
"S00125105",70,64,14,50,0,6,6,0,0,0,0,0,0,0
"S00125106",81,80,34,46,0,0,0,0,0,0,0,0,0,1
"S00125107",135,22,7,15,0,23,22,1,90,88,0,2,0,0
"S00125108",87,82,34,48,0,5,5,0,0,0,0,0,0,0
"S00125109",153,116,39,77,0,22,15,7,8,5,0,2,1,7
"S00125110",119,96,23,73,0,3,3,0,17,17,0,0,0,3
"S00125111",99,52,27,25,0,42,22,20,5,5,0,0,0,0
"S00125112",195,188,52,136,0,2,2,0,5,5,0,0,0,0
"S00125113",59,48,12,36,0,0,0,0,9,3,0,6,0,2
"S00125114",98,91,21,70,0,2,0,2,5,5,0,0,0,0
"S00125115",83,76,22,54,0,3,0,3,4,0,0,4,0,0
"S00125116",73,56,24,32,0,3,3,0,11,10,0,1,0,3
"S00125117",109,58,10,48,0,48,48,0,3,0,0,3,0,0
"S00125118",103,13,7,6,0,87,39,48,3,3,0,0,0,0
"S00125119",99,6,3,3,0,92,61,31,1,1,0,0,0,0
"S00125120",69,9,3,0,6,56,1,55,4,4,0,0,0,0
"S00125121",57,46,5,41,0,2,1,1,9,6,0,3,0,0
"S00125122",101,63,30,33,0,33,33,0,5,5,0,0,0,0
"S00125123",68,55,24,31,0,13,9,4,0,0,0,0,0,0
"S00125124",57,41,16,25,0,16,16,0,0,0,0,0,0,0
"S00125125",50,43,18,25,0,7,7,0,0,0,0,0,0,0
"S00125126",104,62,14,48,0,29,29,0,13,13,0,0,0,0
"S00125127",77,59,24,35,0,16,16,0,2,2,0,0,0,0
"S00125128",107,104,3,101,0,1,1,0,2,2,0,0,0,0
"S00125129",207,203,56,147,0,0,0,0,4,3,0,1,0,0
"S00125130",92,74,27,47,0,16,4,12,2,2,0,0,0,0
"S00125131",57,15,7,8,0,40,40,0,0,0,0,0,0,2
"S00125132",144,139,53,86,0,1,1,0,4,4,0,0,0,0
"S00125133",57,34,13,21,0,19,19,0,3,2,0,1,0,1
"S00125134",106,80,30,50,0,23,23,0,0,0,0,0,0,3
"S00125135",131,110,43,67,0,4,4,0,16,5,0,11,0,1
"S00125136",122,41,3,34,4,77,2,75,4,4,0,0,0,0
"S00125137",74,72,35,37,0,0,0,0,2,2,0,0,0,0
"S00125138",89,79,21,58,0,5,5,0,5,5,0,0,0,0
"S00125139",105,88,16,72,0,0,0,0,15,15,0,0,0,2
"S00125140",98,7,7,0,0,90,90,0,1,1,0,0,0,0
"S00125141",87,57,13,44,0,19,17,2,11,9,0,2,0,0
"S00125142",116,81,25,56,0,32,22,10,3,3,0,0,0,0
"S00125143",119,109,18,91,0,1,1,0,8,8,0,0,0,1
"S00125144",67,23,5,18,0,41,41,0,3,3,0,0,0,0
"S00125145",135,131,43,88,0,2,2,0,2,2,0,0,0,0
"S00125146",102,87,23,64,0,0,0,0,11,11,0,0,0,4
"S00125147",189,177,27,150,0,7,7,0,2,2,0,0,0,3
"S00125148",76,14,4,10,0,61,59,2,1,1,0,0,0,0
"S00125149",70,57,38,19,0,0,0,0,10,10,0,0,0,3
"S00125150",62,58,31,27,0,2,2,0,2,2,0,0,0,0
"S00125151",113,82,24,58,0,30,30,0,1,0,0,1,0,0
"S00125152",89,57,6,51,0,27,8,19,4,4,0,0,0,1
"S00125153",77,62,31,31,0,5,5,0,10,6,0,2,2,0
"S00125154",151,55,31,24,0,92,54,38,4,4,0,0,0,0
"S00125155",90,66,33,33,0,20,20,0,3,3,0,0,0,1
"S00125156",83,82,24,58,0,1,1,0,0,0,0,0,0,0
"S00125157",216,206,21,185,0,4,4,0,6,6,0,0,0,0
"S00125158",96,34,8,26,0,50,50,0,12,12,0,0,0,0
"S00125159",121,35,18,17,0,85,85,0,1,1,0,0,0,0
"S00125160",96,44,16,28,0,52,48,4,0,0,0,0,0,0
"S00125161",62,23,12,11,0,38,38,0,1,1,0,0,0,0
"S00125162",158,157,30,127,0,0,0,0,1,1,0,0,0,0
"S00125163",153,152,16,136,0,0,0,0,1,1,0,0,0,0
"S00125164",119,82,13,69,0,27,27,0,10,4,0,4,2,0
"S00125165",127,70,12,58,0,9,5,4,48,35,0,12,1,0
"S00125166",89,43,9,34,0,43,39,4,3,3,0,0,0,0
"S00125167",98,42,11,31,0,53,53,0,3,3,0,0,0,0
"S00125168",77,16,6,8,2,61,61,0,0,0,0,0,0,0
"S00125169",105,55,23,32,0,44,9,35,6,6,0,0,0,0
"S00125170",61,36,12,24,0,25,25,0,0,0,0,0,0,0
"S00125171",122,94,31,63,0,26,26,0,1,1,0,0,0,1
"S00125172",141,130,38,87,5,0,0,0,11,11,0,0,0,0
"S00125173",205,182,58,124,0,12,12,0,9,9,0,0,0,2
"S00125174",175,156,35,121,0,7,7,0,10,10,0,0,0,2
"S00125175",94,78,17,61,0,11,3,8,5,5,0,0,0,0
"S00125176",85,5,3,2,0,73,14,59,7,7,0,0,0,0
"S00125177",72,53,14,39,0,13,13,0,3,3,0,0,0,3
"S00125178",78,60,16,44,0,18,6,12,0,0,0,0,0,0
"S00125179",144,69,19,50,0,71,18,53,4,4,0,0,0,0
"S00125180",108,54,15,34,5,26,3,23,28,26,0,2,0,0
"S00125181",78,42,21,21,0,27,5,22,6,6,0,0,0,3
"S00125182",67,21,8,13,0,27,13,14,19,16,0,3,0,0
"S00125183",88,84,25,59,0,1,1,0,3,3,0,0,0,0
"S00125184",68,68,32,36,0,0,0,0,0,0,0,0,0,0
"S00125185",67,63,18,45,0,0,0,0,4,4,0,0,0,0
"S00125186",59,53,24,29,0,2,2,0,4,4,0,0,0,0
"S00125187",144,130,31,99,0,12,12,0,2,2,0,0,0,0
"S00125188",124,111,21,90,0,5,0,5,8,8,0,0,0,0
"S00125189",206,203,20,183,0,0,0,0,3,0,0,3,0,0
"S00125190",62,42,20,22,0,15,15,0,5,2,0,3,0,0
"S00125191",104,67,16,51,0,29,29,0,6,6,0,0,0,2
"S00125192",128,99,47,52,0,23,18,5,4,4,0,0,0,2
"S00125193",109,92,34,58,0,11,11,0,6,6,0,0,0,0
"S00125194",120,49,4,45,0,66,65,1,4,4,0,0,0,1
"S00125195",76,43,14,29,0,18,18,0,15,15,0,0,0,0
"S00125196",78,65,26,39,0,10,10,0,3,2,0,1,0,0
"S00125197",83,27,6,21,0,55,44,11,0,0,0,0,0,1
"S00125198",122,38,5,33,0,74,74,0,10,8,0,2,0,0
"S00125199",80,71,26,45,0,4,2,2,5,5,0,0,0,0
"S00125200",102,102,43,59,0,0,0,0,0,0,0,0,0,0
"S00125201",78,55,16,39,0,21,18,3,1,1,0,0,0,1
"S00125202",66,55,7,48,0,7,7,0,3,3,0,0,0,1
"S00125203",107,93,29,64,0,11,11,0,3,2,0,1,0,0
"S00125204",75,72,43,29,0,3,3,0,0,0,0,0,0,0
"S00125205",68,60,20,40,0,3,3,0,5,5,0,0,0,0
"S00125206",67,33,14,19,0,28,28,0,6,6,0,0,0,0
"S00125207",153,65,20,45,0,60,55,5,28,28,0,0,0,0
"S00125208",109,81,22,59,0,7,2,5,20,18,0,2,0,1
"S00125209",143,139,16,123,0,0,0,0,4,2,2,0,0,0
"S00125210",139,124,52,71,1,6,6,0,5,5,0,0,0,4
"S00125211",133,120,5,115,0,13,13,0,0,0,0,0,0,0
"S00125212",110,65,15,50,0,36,36,0,9,6,0,3,0,0
"S00125213",87,43,14,29,0,39,39,0,3,3,0,0,0,2
"S00125214",76,12,3,7,2,58,5,53,4,4,0,0,0,2
"S00125215",183,167,10,157,0,2,2,0,14,13,0,1,0,0
"S00125216",112,101,7,94,0,0,0,0,11,11,0,0,0,0
"S00125217",163,157,4,153,0,6,6,0,0,0,0,0,0,0
"S00125218",154,128,56,72,0,11,11,0,15,9,5,1,0,0
"S00125219",158,154,6,148,0,0,0,0,4,3,0,1,0,0
"S00125220",194,171,4,167,0,7,3,4,16,16,0,0,0,0
"S00125221",69,61,10,51,0,6,6,0,2,2,0,0,0,0
"S00125222",85,27,4,23,0,58,49,9,0,0,0,0,0,0
"S00125223",97,62,13,49,0,35,35,0,0,0,0,0,0,0
"S00125224",81,60,11,49,0,2,2,0,19,18,0,0,1,0
"S00125225",73,69,21,48,0,2,2,0,2,2,0,0,0,0
"S00125226",111,66,9,57,0,38,13,25,7,7,0,0,0,0
"S00125227",102,56,23,29,4,45,43,2,1,1,0,0,0,0
"S00125228",191,178,21,157,0,11,11,0,2,1,0,1,0,0
"S00125229",166,150,22,128,0,5,5,0,11,11,0,0,0,0
"S00125230",103,95,5,90,0,8,5,3,0,0,0,0,0,0
"S00125231",163,147,25,122,0,2,2,0,10,9,0,1,0,4
"S00125232",126,60,7,53,0,66,66,0,0,0,0,0,0,0
"S00125233",119,49,5,44,0,3,3,0,65,64,0,1,0,2
"S00125234",137,92,21,71,0,32,4,28,13,13,0,0,0,0
"S00125235",55,23,8,15,0,30,30,0,2,2,0,0,0,0
"S00125236",54,33,6,27,0,21,19,2,0,0,0,0,0,0
"S00125237",72,32,16,16,0,38,38,0,2,0,0,0,2,0
"S00125238",82,77,24,50,3,0,0,0,5,5,0,0,0,0
"S00125239",73,70,26,44,0,1,1,0,2,2,0,0,0,0
"S00125240",74,50,12,38,0,19,19,0,5,5,0,0,0,0
"S00125241",179,160,34,126,0,12,11,1,7,7,0,0,0,0
"S00125242",103,13,2,11,0,56,36,20,33,29,0,4,0,1
"S00125243",106,70,24,46,0,32,24,8,3,3,0,0,0,1
"S00125244",69,43,4,39,0,1,1,0,25,23,0,2,0,0
"S00125245",88,28,11,17,0,60,56,4,0,0,0,0,0,0
"S00125246",224,186,17,169,0,38,37,1,0,0,0,0,0,0
"S00125247",81,71,32,39,0,5,5,0,5,5,0,0,0,0
"S00125248",128,89,12,77,0,14,14,0,24,23,0,1,0,1
"S00125249",84,69,21,48,0,10,10,0,5,5,0,0,0,0
"S00125250",182,168,73,95,0,4,4,0,8,4,0,4,0,2
"S00125251",78,69,22,47,0,0,0,0,9,9,0,0,0,0
"S00125252",124,70,23,47,0,42,23,19,12,12,0,0,0,0
"S00125253",150,145,62,83,0,0,0,0,5,5,0,0,0,0
"S00125254",140,124,17,107,0,0,0,0,16,13,0,3,0,0
"S00125255",87,68,23,45,0,6,6,0,13,10,0,3,0,0
"S00125256",93,86,35,51,0,4,4,0,3,3,0,0,0,0
"S00125257",116,51,15,36,0,58,58,0,7,7,0,0,0,0
"S00125258",184,156,43,112,1,4,2,2,21,18,0,1,2,3
"S00125259",123,33,1,32,0,17,17,0,71,71,0,0,0,2
"S00125260",194,171,14,157,0,4,4,0,19,19,0,0,0,0
