"output_area","ALL PEOPLE AGED 16 - 74","Number of people aged 16 - 74: Large employers and higher managers","Number of people aged 16 - 74: Higher professional occupations","Number of people aged 16 - 74: Lower managerial and professional occupations","Number of people aged 16 - 74: Intermediate occupations","Number of people aged 16 - 74: Small employers and own account workers","Number of people aged 16 - 74: Lower supervisory and technical occupations","Number of people aged 16 - 74: Semi-routine occupations","Number of people aged 16 - 74: Routine occupations","Number of people aged 16 - 74: Never worked","Number of people aged 16 - 74: Long-term unemployed","Number of people aged 16 - 74: Full-time students","Number of people aged 16 - 74: Not classifiable for other reasons"
"60QY000703",76,2.63,0,3.95,10.53,0,7.89,10.53,19.74,9.21,5.26,7.89,22.37
"60QY000704",72,0,0,9.72,4.17,1.39,6.94,19.44,11.11,4.17,4.17,13.89,25
"60QY000705",91,1.1,0,6.59,2.2,1.1,7.69,19.78,23.08,2.2,5.49,9.89,20.88
"60QY000706",158,2.53,2.53,22.15,12.03,4.43,9.49,17.09,11.39,0.63,0.63,10.13,6.96
"60QY000707",164,0,4.88,18.9,9.76,2.44,12.2,12.2,11.59,0.61,0.61,10.37,16.46
"60QY000708",134,5.97,4.48,37.31,13.43,2.24,8.21,11.94,5.22,0,2.24,2.99,5.97
"60QY000709",82,2.44,1.22,7.32,14.63,2.44,7.32,7.32,10.98,6.1,0,4.88,35.37
"60QY000710",116,5.17,4.31,26.72,16.38,6.03,8.62,8.62,4.31,0.86,0,7.76,11.21
"60QY000711",88,5.68,2.27,22.73,13.64,1.14,12.5,15.91,13.64,1.14,1.14,0,10.23
"60QY000712",78,0,2.56,29.49,16.67,8.97,8.97,11.54,5.13,1.28,0,5.13,10.26
"60QY000713",84,2.38,4.76,21.43,14.29,3.57,15.48,9.52,9.52,0,0,10.71,8.33
"60QY000714",93,6.45,4.3,31.18,7.53,2.15,5.38,10.75,3.23,1.08,1.08,11.83,15.05
"60QY000715",60,5,0,20,15,6.67,8.33,11.67,5,3.33,0,1.67,23.33
"60QY000716",67,0,1.49,7.46,13.43,2.99,8.96,16.42,10.45,5.97,1.49,8.96,22.39
"60QY000717",80,0,2.5,1.25,11.25,6.25,6.25,25,13.75,7.5,1.25,3.75,21.25
"60QY000718",61,0,0,9.84,4.92,4.92,13.11,13.11,22.95,4.92,1.64,4.92,19.67
"60QY000719",86,1.16,3.49,5.81,5.81,2.33,12.79,18.6,23.26,3.49,1.16,1.16,20.93
"60QY000720",100,0,1,9,7,1,4,20,22,4,2,6,24
"60QY000721",69,0,2.9,13.04,14.49,2.9,11.59,14.49,20.29,2.9,1.45,1.45,14.49
"60QY000722",97,0,0,11.34,6.19,4.12,14.43,16.49,15.46,2.06,0,3.09,26.8
"60QY000723",47,0,0,2.13,4.26,4.26,10.64,14.89,10.64,8.51,2.13,2.13,40.43
"60QY000724",66,0,4.55,30.3,3.03,10.61,13.64,9.09,10.61,1.52,0,6.06,10.61
"60QY000725",97,2.06,6.19,20.62,12.37,5.15,12.37,10.31,4.12,0,1.03,5.15,20.62
"60QY000726",68,4.41,4.41,35.29,5.88,8.82,1.47,5.88,7.35,1.47,0,2.94,22.06
"60QY000727",50,0,0,6,2,2,4,20,14,0,2,0,50
"60QY000728",133,0,1.5,10.53,13.53,0.75,6.02,13.53,15.79,3.01,3.01,13.53,18.8
"60QY000729",133,4.51,6.02,20.3,12.03,6.02,6.77,11.28,3.76,0,0.75,5.26,23.31
"60QY000730",85,0,0,4.71,8.24,1.18,10.59,23.53,18.82,4.71,2.35,0,25.88
"60QY000731",113,0.88,0.88,9.73,5.31,6.19,9.73,17.7,20.35,0.88,1.77,5.31,21.24
"60QY000732",68,0,0,8.82,5.88,5.88,10.29,11.76,20.59,0,0,0,36.76
"60QY000733",80,3.75,2.5,11.25,10,2.5,8.75,10,18.75,2.5,1.25,6.25,22.5
"60QY000734",67,2.99,4.48,13.43,11.94,5.97,7.46,13.43,16.42,2.99,1.49,2.99,16.42
"60QY000735",104,0.96,5.77,10.58,8.65,7.69,10.58,14.42,9.62,3.85,2.88,6.73,18.27
"60QY000736",119,7.56,5.88,14.29,14.29,5.88,10.08,10.08,7.56,2.52,0,8.4,13.45
"60QY000737",125,0.8,1.6,12,8,2.4,8,15.2,12.8,4.8,3.2,6.4,24.8
"60QY000738",97,5.15,1.03,12.37,10.31,6.19,3.09,10.31,14.43,2.06,1.03,3.09,30.93
"60QY000739",160,1.88,1.88,6.25,10,5,6.88,16.25,20.63,3.13,0.63,9.38,18.13
"60QY000740",113,1.77,1.77,12.39,8.85,5.31,6.19,14.16,12.39,2.65,0.88,6.19,27.43
"60QY000741",124,4.03,7.26,16.13,9.68,9.68,11.29,8.87,10.48,0.81,0.81,5.65,15.32
"60QY000742",122,2.46,0,10.66,11.48,7.38,9.02,20.49,19.67,1.64,1.64,3.28,12.3
"60QY000743",126,2.38,3.17,15.08,11.9,3.17,5.56,11.11,14.29,4.76,0,4.76,23.81
"60QY000744",69,0,4.35,13.04,8.7,4.35,7.25,21.74,14.49,2.9,0,8.7,14.49
"60QY000745",123,3.25,4.07,28.46,12.2,3.25,5.69,9.76,4.88,0.81,0.81,10.57,16.26
"60QY000746",75,2.67,4,22.67,14.67,5.33,4,12,6.67,1.33,0,5.33,21.33
"60QY000747",53,0,3.77,24.53,9.43,9.43,7.55,9.43,5.66,0,0,1.89,28.3
"60QY000748",80,1.25,2.5,6.25,8.75,5,3.75,15,7.5,1.25,1.25,2.5,45
"60QY000749",88,0,2.27,19.32,7.95,19.32,5.68,7.95,2.27,4.55,0,1.14,29.55
"60QY000750",39,2.56,0,17.95,2.56,2.56,2.56,7.69,7.69,2.56,0,5.13,48.72
"60QY000751",52,0,1.92,15.38,9.62,3.85,0,7.69,11.54,1.92,11.54,0,36.54
"60QY000752",81,2.47,2.47,11.11,2.47,7.41,4.94,14.81,8.64,6.17,2.47,2.47,34.57
"60QY000753",95,1.05,2.11,14.74,9.47,4.21,4.21,6.32,5.26,20,2.11,2.11,28.42
"60QY000754",82,1.22,3.66,10.98,10.98,7.32,8.54,7.32,10.98,1.22,2.44,0,35.37
"60QY000755",67,1.49,2.99,7.46,8.96,10.45,8.96,16.42,8.96,5.97,0,4.48,23.88
"60QY000756",74,0,1.35,14.86,9.46,10.81,6.76,12.16,14.86,1.35,0,1.35,27.03
"60QY000757",80,0,5,11.25,2.5,15,2.5,5,6.25,0,1.25,1.25,50
"60QY000758",88,1.14,6.82,23.86,4.55,7.95,2.27,3.41,3.41,1.14,0,3.41,42.05
"60QY000759",95,4.21,7.37,22.11,8.42,7.37,5.26,6.32,0,0,0,4.21,34.74
"60QY000760",68,2.94,13.24,20.59,5.88,7.35,5.88,5.88,4.41,1.47,0,5.88,26.47
"60QY000761",109,3.67,14.68,17.43,7.34,7.34,4.59,7.34,0,0.92,0,10.09,26.61
"60QY000762",49,4.08,6.12,22.45,12.24,4.08,12.24,24.49,0,0,2.04,6.12,6.12
"60QY000763",101,1.98,5.94,28.71,12.87,4.95,6.93,12.87,1.98,1.98,0,7.92,13.86
"60QY000764",117,2.56,7.69,22.22,7.69,7.69,4.27,8.55,3.42,0.85,0,3.42,31.62
"60QY000765",83,2.41,4.82,28.92,7.23,6.02,7.23,6.02,3.61,1.2,0,10.84,21.69
"60QY000766",136,0.74,0.74,11.03,5.15,8.82,8.82,13.24,19.12,2.94,0.74,8.09,20.59
"60QY000767",57,0,0,10.53,8.77,8.77,5.26,10.53,5.26,3.51,0,3.51,43.86
"60QY000768",56,0,1.79,33.93,1.79,0,3.57,12.5,8.93,0,0,1.79,35.71
"60QY000769",79,2.53,2.53,22.78,8.86,6.33,5.06,10.13,3.8,0,0,5.06,32.91
"60QY000770",54,7.41,3.7,14.81,3.7,11.11,5.56,9.26,0,0,1.85,3.7,38.89
"60QY000771",118,6.78,7.63,25.42,7.63,8.47,0.85,4.24,2.54,1.69,0.85,4.24,29.66
"60QY000772",87,5.75,6.9,19.54,12.64,5.75,9.2,9.2,4.6,2.3,1.15,6.9,16.09
"60QY000773",92,5.43,2.17,15.22,3.26,5.43,2.17,1.09,1.09,6.52,0,6.52,51.09
"60QY000774",60,5,3.33,20,11.67,8.33,5,10,8.33,0,0,0,28.33
"60QY000775",43,6.98,4.65,20.93,4.65,0,4.65,0,2.33,4.65,0,2.33,48.84
"60QY000776",73,9.59,8.22,21.92,4.11,6.85,2.74,8.22,1.37,2.74,0,6.85,27.4
"60QY000777",111,4.5,2.7,22.52,17.12,9.01,11.71,4.5,4.5,2.7,0.9,0.9,18.92
"60QY000778",29,0,0,6.9,NA,0,3.45,0,0,3.45,0,3.45,82.76
"60QY000779",61,3.28,3.28,11.48,6.56,6.56,8.2,6.56,4.92,3.28,0,0,45.9
"60QY000780",34,0,2.94,20.59,2.94,14.71,0,2.94,0,2.94,0,5.88,47.06
"60QY000781",48,2.08,8.33,10.42,10.42,8.33,14.58,6.25,2.08,2.08,0,10.42,25
"60QY000782",55,1.82,0,20,7.27,5.45,3.64,16.36,14.55,1.82,3.64,10.91,14.55
"60QY000783",32,0,0,9.38,9.38,12.5,6.25,6.25,15.63,3.13,3.13,6.25,28.13
"60QY000784",64,6.25,6.25,28.13,10.94,6.25,4.69,12.5,3.13,4.69,1.56,0,15.63
"60QY000785",80,1.25,2.5,20,5,11.25,12.5,16.25,12.5,0,1.25,2.5,15
"60QY000786",70,2.86,4.29,18.57,10,5.71,7.14,11.43,11.43,1.43,0,4.29,22.86
"60QY000787",59,1.69,3.39,13.56,8.47,5.08,8.47,16.95,16.95,0,0,5.08,20.34
"60QY000788",97,3.09,6.19,24.74,6.19,14.43,8.25,10.31,1.03,2.06,0,10.31,13.4
"60QY000789",90,5.56,3.33,20,5.56,11.11,7.78,13.33,2.22,1.11,0,10,20
"60QY000790",23,0,4.35,13.04,4.35,8.7,4.35,8.7,0,0,0,4.35,52.17
"60QY000791",37,0,8.11,18.92,5.41,8.11,13.51,2.7,0,5.41,0,5.41,32.43
"60QY000792",53,3.77,7.55,30.19,11.32,1.89,5.66,5.66,3.77,1.89,0,3.77,24.53
"60QY000793",67,1.49,8.96,17.91,7.46,8.96,4.48,10.45,4.48,0,0,7.46,28.36
"60QY000794",139,4.32,11.51,22.3,6.47,12.95,6.47,10.07,3.6,2.16,0,8.63,11.51
"60QY000795",142,4.93,6.34,16.9,11.97,7.75,3.52,6.34,3.52,2.82,0.7,11.97,23.24
"60QY000796",91,7.69,8.79,34.07,8.79,12.09,1.1,3.3,1.1,1.1,0,3.3,18.68
"60QY000797",86,6.98,3.49,31.4,4.65,6.98,4.65,2.33,4.65,1.16,1.16,3.49,29.07
"60QY000798",87,4.6,2.3,18.39,10.34,4.6,3.45,5.75,4.6,2.3,1.15,5.75,36.78
"60QY000799",103,4.85,2.91,18.45,4.85,7.77,0.97,11.65,3.88,0,0,5.83,38.83
"60QY000800",101,2.97,4.95,18.81,11.88,3.96,3.96,9.9,4.95,0.99,0.99,7.92,28.71
"60QY000801",97,9.28,7.22,27.84,9.28,7.22,4.12,6.19,0,1.03,0,3.09,24.74
"60QY000802",91,3.3,4.4,21.98,7.69,14.29,2.2,3.3,4.4,0,2.2,1.1,35.16
"60QY000803",72,5.56,2.78,16.67,6.94,6.94,2.78,9.72,5.56,0,1.39,4.17,37.5
"60QY000804",50,6,6,20,10,8,4,12,0,4,0,0,30
"60QY000805",116,9.48,3.45,20.69,8.62,6.9,4.31,7.76,6.9,0.86,0,16.38,14.66
"60QY000806",90,8.89,8.89,20,15.56,7.78,6.67,8.89,1.11,1.11,2.22,6.67,12.22
"60QY000807",111,2.7,5.41,22.52,11.71,2.7,9.01,17.12,8.11,0.9,0.9,4.5,14.41
"60QY000808",77,0,14.29,20.78,5.19,2.6,2.6,7.79,2.6,1.3,0,2.6,40.26
"60QY000809",71,5.63,8.45,23.94,7.04,4.23,5.63,4.23,5.63,2.82,0,4.23,28.17
"60QY000810",78,5.13,5.13,24.36,6.41,2.56,1.28,11.54,1.28,2.56,0,8.97,30.77
"60QY000811",115,4.35,5.22,22.61,12.17,5.22,8.7,7.83,3.48,0,0,7.83,22.61
"60QY000812",49,2.04,6.12,34.69,6.12,0,10.2,10.2,2.04,0,0,10.2,18.37
"60QY000813",133,1.5,1.5,17.29,11.28,6.02,6.77,19.55,8.27,1.5,0,8.27,18.05
"60QY000814",70,0,8.57,20,7.14,4.29,5.71,15.71,12.86,2.86,1.43,1.43,20
"60QY000815",68,0,4.41,14.71,10.29,4.41,10.29,20.59,13.24,7.35,2.94,1.47,10.29
"60QY000816",50,0,2,6,14,4,18,16,6,6,2,8,18
"60QY000817",92,2.17,1.09,21.74,7.61,2.17,18.48,10.87,7.61,1.09,1.09,3.26,22.83
"60QY000818",68,2.94,4.41,8.82,17.65,4.41,13.24,10.29,16.18,0,0,4.41,17.65
"60QY000819",50,0,8,28,6,8,4,4,10,2,4,10,16
"60QY000820",88,2.27,3.41,17.05,14.77,3.41,7.95,6.82,13.64,1.14,2.27,4.55,22.73
"60QY000821",74,1.35,0,18.92,14.86,4.05,14.86,8.11,18.92,9.46,1.35,1.35,6.76
"60QY000822",77,2.6,1.3,27.27,7.79,5.19,10.39,9.09,7.79,2.6,1.3,6.49,18.18
"60QY000823",96,2.08,3.13,21.88,14.58,2.08,7.29,3.13,8.33,0,1.04,3.13,33.33
"60QY000824",55,1.82,1.82,7.27,1.82,7.27,9.09,14.55,10.91,7.27,3.64,1.82,32.73
"60QY000825",65,3.08,0,10.77,4.62,4.62,15.38,9.23,7.69,0,4.62,3.08,36.92
"60QY000826",40,2.5,0,10,15,0,7.5,12.5,12.5,5,0,2.5,32.5
"60QY000827",70,0,7.14,12.86,8.57,4.29,10,12.86,15.71,2.86,4.29,11.43,10
"60QY000828",81,4.94,4.94,20.99,7.41,7.41,4.94,12.35,7.41,1.23,0,6.17,22.22
"60QY000829",83,4.82,2.41,18.07,12.05,4.82,2.41,12.05,6.02,2.41,1.2,14.46,19.28
"60QY000830",99,2.02,0,15.15,8.08,5.05,5.05,21.21,14.14,1.01,2.02,9.09,17.17
"60QY000831",57,1.75,3.51,14.04,8.77,3.51,1.75,5.26,0,0,0,3.51,57.89
"60QY000832",70,1.43,2.86,18.57,11.43,4.29,8.57,15.71,17.14,1.43,0,7.14,11.43
"60QY000833",82,2.44,8.54,21.95,8.54,2.44,9.76,17.07,8.54,0,0,9.76,10.98
"60QY000834",154,1.3,1.95,13.64,5.84,3.9,9.74,15.58,14.94,2.6,1.3,5.84,23.38
"60QY000835",99,3.03,1.01,7.07,11.11,4.04,13.13,18.18,14.14,4.04,1.01,7.07,16.16
"60QY000836",131,0,0.76,13.74,7.63,6.11,10.69,17.56,13.74,0.76,3.05,6.11,19.85
"60QY000837",119,5.04,8.4,25.21,9.24,5.04,3.36,13.45,5.88,1.68,0,10.08,12.61
"60QY000838",135,0.74,2.22,15.56,6.67,1.48,11.11,15.56,14.07,0,2.96,10.37,19.26
"60QY000839",140,0,1.43,15,3.57,10.71,6.43,15,15,2.86,2.14,9.29,18.57
"60QY000840",108,0,0,8.33,5.56,8.33,8.33,18.52,10.19,5.56,5.56,10.19,19.44
"60QY000841",113,2.65,2.65,24.78,7.08,6.19,9.73,9.73,3.54,3.54,1.77,3.54,24.78
"60QY000842",62,0,3.23,24.19,9.68,1.61,14.52,9.68,8.06,0,0,1.61,27.42
"60QY000843",86,4.65,6.98,20.93,8.14,3.49,4.65,8.14,3.49,1.16,1.16,11.63,25.58
"60QY000844",81,1.23,1.23,19.75,11.11,2.47,7.41,6.17,7.41,0,2.47,7.41,33.33
"60QY000845",140,4.29,5,27.14,10.71,2.86,5,7.14,2.14,0.71,0.71,7.86,26.43
"60QY000846",97,6.19,2.06,22.68,9.28,4.12,4.12,15.46,6.19,1.03,0,5.15,23.71
"60QY000847",113,8.85,8.85,20.35,8.85,4.42,7.08,7.96,2.65,0,0,5.31,25.66
"60QY000848",94,4.26,5.32,21.28,11.7,2.13,3.19,6.38,0,2.13,0,9.57,34.04
"60QY000849",73,5.48,6.85,15.07,12.33,9.59,4.11,9.59,4.11,2.74,0,4.11,26.03
"60QY000850",97,6.19,7.22,30.93,8.25,3.09,4.12,5.15,3.09,0,0,14.43,17.53
"60QY000851",68,4.41,7.35,27.94,7.35,17.65,1.47,8.82,0,1.47,0,0,23.53
"60QY000852",90,5.56,6.67,28.89,11.11,12.22,1.11,6.67,1.11,3.33,0,4.44,18.89
"60QY000853",56,5.36,8.93,26.79,8.93,8.93,1.79,1.79,0,1.79,0,3.57,32.14
"60QY000854",78,3.85,3.85,33.33,3.85,8.97,2.56,7.69,3.85,0,0,6.41,25.64
"60QY000855",63,0,4.76,20.63,17.46,15.87,4.76,7.94,1.59,4.76,1.59,4.76,15.87
"60QY000856",113,1.77,1.77,12.39,6.19,3.54,7.96,15.93,14.16,0,1.77,5.31,29.2
"60QY000857",78,1.28,1.28,6.41,15.38,3.85,14.1,15.38,10.26,6.41,1.28,5.13,19.23
"60QY000858",85,0,3.53,16.47,9.41,1.18,8.24,14.12,14.12,3.53,1.18,1.18,27.06
"60QY000859",83,4.82,10.84,24.1,9.64,1.2,7.23,10.84,2.41,3.61,0,4.82,20.48
"60QY000860",172,5.23,11.05,24.42,11.63,6.4,2.33,7.56,2.91,1.74,0.58,7.56,18.6
"60QY000861",54,5.56,0,20.37,9.26,11.11,12.96,14.81,9.26,0,0,7.41,9.26
"60QY000862",66,0,0,1.52,7.58,6.06,6.06,10.61,27.27,9.09,6.06,4.55,21.21
"60QY000863",125,3.2,8,28,12.8,12,10.4,3.2,4.8,0.8,0,5.6,11.2
"60QY000864",117,1.71,5.98,21.37,6.84,9.4,9.4,7.69,7.69,1.71,1.71,10.26,16.24
"60QY000865",36,0,0,8.33,8.33,2.78,19.44,19.44,13.89,0,0,2.78,25
"60QY000866",78,3.85,7.69,24.36,10.26,5.13,7.69,5.13,7.69,1.28,0,6.41,20.51
"60QY000867",125,0.8,2.4,18.4,13.6,3.2,9.6,12.8,8,4,0.8,8,18.4
"60QY000868",98,3.06,3.06,29.59,5.1,8.16,2.04,5.1,0,7.14,0,7.14,29.59
"60QY000869",73,5.48,2.74,21.92,12.33,17.81,9.59,6.85,5.48,1.37,0,9.59,6.85
"60QY000870",53,1.89,1.89,11.32,5.66,13.21,5.66,15.09,9.43,3.77,0,0,32.08
"60QY000871",68,2.94,0,8.82,2.94,19.12,1.47,17.65,11.76,0,2.94,7.35,25
"60QY000872",65,3.08,7.69,29.23,9.23,7.69,4.62,0,4.62,0,0,6.15,27.69
"60QY000873",85,10.59,4.71,25.88,4.71,8.24,4.71,9.41,1.18,0,0,9.41,21.18
"60QY000874",53,3.77,7.55,11.32,7.55,9.43,18.87,20.75,5.66,0,5.66,1.89,7.55
"60QY000875",91,2.2,0,13.19,3.3,10.99,14.29,9.89,15.38,0,1.1,7.69,21.98
"60QY000876",69,2.9,0,17.39,5.8,28.99,7.25,10.14,5.8,0,0,1.45,20.29
"60QY000877",72,0,1.39,13.89,9.72,25,8.33,9.72,8.33,0,0,1.39,22.22
"60QY000878",67,1.49,2.99,28.36,8.96,2.99,2.99,8.96,1.49,1.49,0,1.49,38.81
"60QY000879",69,4.35,0,5.8,4.35,24.64,11.59,15.94,5.8,1.45,0,2.9,23.19
"60QY000880",55,9.09,7.27,18.18,5.45,9.09,0,16.36,5.45,1.82,1.82,10.91,14.55
"60QY000881",78,10.26,7.69,17.95,14.1,2.56,10.26,17.95,6.41,1.28,1.28,3.85,6.41
"60QY000882",35,0,5.71,20,8.57,2.86,2.86,22.86,2.86,2.86,0,2.86,28.57
"60QY000883",36,0,5.56,8.33,11.11,11.11,8.33,19.44,11.11,0,0,5.56,19.44
"60QY000884",59,3.39,15.25,33.9,3.39,13.56,3.39,5.08,3.39,0,1.69,3.39,13.56
"60QY000885",105,11.43,8.57,38.1,6.67,9.52,2.86,5.71,1.9,0,0,2.86,12.38
"60QY000886",73,5.48,12.33,23.29,1.37,6.85,8.22,8.22,4.11,1.37,0,10.96,17.81
"60QY000887",71,1.41,0,18.31,NA,9.86,15.49,15.49,8.45,0,4.23,5.63,21.13
"60QY000888",43,9.3,13.95,27.91,11.63,2.33,2.33,6.98,2.33,0,0,4.65,18.6
"60QY000889",86,3.49,3.49,13.95,3.49,18.6,9.3,15.12,10.47,1.16,1.16,0,19.77
"60QY000890",92,2.17,4.35,19.57,5.43,20.65,3.26,9.78,11.96,0,1.09,4.35,17.39
"60QY000891",52,0,0,17.31,NA,5.77,9.62,19.23,26.92,3.85,1.92,0,15.38
"60QY000892",41,0,9.76,14.63,4.88,21.95,2.44,2.44,2.44,2.44,0,2.44,36.59
"60QY000893",63,9.52,6.35,17.46,4.76,19.05,6.35,9.52,6.35,3.17,0,3.17,14.29
"60QY000894",152,3.95,7.89,24.34,9.87,19.74,4.61,3.95,2.63,0.66,0,5.92,16.45
"60QY000895",41,4.88,2.44,12.2,7.32,12.2,4.88,12.2,12.2,4.88,0,4.88,21.95
"60QY000896",45,4.44,4.44,22.22,2.22,17.78,11.11,11.11,4.44,0,0,2.22,20
"60QY000897",76,0,1.32,11.84,2.63,10.53,13.16,22.37,17.11,0,0,1.32,19.74
"60QY000898",54,0,1.85,20.37,7.41,11.11,12.96,9.26,3.7,1.85,0,0,31.48
"60QY000899",162,2.47,1.85,26.54,14.81,1.23,12.35,11.73,6.79,1.85,0,11.11,9.26
"60QY000900",64,1.56,1.56,3.13,6.25,1.56,9.38,12.5,29.69,0,0,1.56,32.81
"60QY000901",87,0,0,10.34,13.79,4.6,5.75,12.64,20.69,1.15,2.3,11.49,17.24
"60QY000902",108,2.78,3.7,25,6.48,10.19,6.48,16.67,1.85,11.11,0,6.48,9.26
"60QY000903",58,10.34,6.9,27.59,6.9,10.34,8.62,15.52,0,0,0,6.9,6.9
"60QY000904",83,3.61,2.41,20.48,7.23,3.61,12.05,14.46,13.25,2.41,0,2.41,18.07
"60QY000905",49,0,0,12.24,8.16,2.04,10.2,18.37,18.37,0,6.12,10.2,14.29
"60QY000906",52,1.92,3.85,28.85,11.54,9.62,9.62,13.46,3.85,1.92,0,11.54,3.85
"60QY000907",83,3.61,3.61,22.89,14.46,4.82,8.43,14.46,12.05,0,0,4.82,10.84
"60QY000908",101,0.99,0,12.87,6.93,0.99,6.93,11.88,17.82,1.98,0.99,6.93,31.68
"60QY000909",68,2.94,1.47,13.24,11.76,5.88,7.35,16.18,11.76,1.47,0,11.76,16.18
"60QY000910",134,7.46,5.97,21.64,11.19,11.94,6.72,8.96,2.99,0,0,14.93,8.21
"60QY000911",78,11.54,8.97,25.64,12.82,5.13,3.85,5.13,0,0,0,12.82,14.1
"60QY000912",67,1.49,0,5.97,13.43,2.99,11.94,8.96,16.42,4.48,2.99,2.99,28.36
"60QY000913",45,4.44,2.22,17.78,13.33,6.67,0,13.33,4.44,2.22,2.22,8.89,24.44
"60QY000914",71,0,0,12.68,7.04,1.41,7.04,4.23,2.82,5.63,1.41,2.82,54.93
"60QY000915",158,3.16,6.96,22.15,7.59,15.19,5.06,6.96,5.7,2.53,0,12.03,12.66
"60QY000916",78,0,0,3.85,6.41,2.56,16.67,19.23,23.08,2.56,1.28,8.97,15.38
"60QY000917",62,3.23,1.61,16.13,6.45,3.23,9.68,9.68,12.9,3.23,9.68,9.68,14.52
"60QY000918",76,1.32,6.58,17.11,7.89,6.58,11.84,13.16,7.89,2.63,1.32,5.26,18.42
"60QY000919",74,1.35,1.35,5.41,6.76,6.76,12.16,16.22,18.92,2.7,5.41,5.41,17.57
"60QY000920",46,0,4.35,19.57,4.35,10.87,8.7,10.87,4.35,6.52,4.35,0,26.09
"60QY000921",88,0,3.41,15.91,12.5,2.27,10.23,13.64,5.68,1.14,0,14.77,20.45
"60QY000922",83,1.2,4.82,8.43,4.82,30.12,6.02,14.46,7.23,4.82,0,3.61,14.46
"60QY000923",71,0,1.41,4.23,4.23,1.41,2.82,11.27,9.86,11.27,5.63,9.86,38.03
"60QY000924",83,1.2,3.61,20.48,8.43,7.23,12.05,7.23,2.41,4.82,0,3.61,28.92
"60QY000925",85,2.35,8.24,18.82,10.59,5.88,7.06,14.12,4.71,2.35,1.18,7.06,17.65
"60QY000926",41,2.44,4.88,7.32,12.2,7.32,14.63,12.2,7.32,4.88,7.32,4.88,14.63
"60QY000927",41,0,7.32,17.07,9.76,7.32,4.88,21.95,4.88,0,0,2.44,24.39
"60QY000928",69,1.45,0,5.8,5.8,2.9,7.25,14.49,21.74,1.45,1.45,5.8,31.88
"60QY000929",75,1.33,0,9.33,8,1.33,10.67,17.33,17.33,1.33,1.33,4,28
"60QY000930",69,1.45,1.45,7.25,2.9,4.35,11.59,17.39,18.84,5.8,1.45,4.35,23.19
"60QY000931",52,0,0,11.54,7.69,1.92,7.69,9.62,13.46,3.85,0,7.69,36.54
"60QY000932",45,0,0,6.67,6.67,2.22,15.56,15.56,6.67,4.44,2.22,6.67,33.33
"60QY000933",41,0,0,2.44,9.76,0,7.32,12.2,14.63,4.88,9.76,0,39.02
"60QY000934",63,3.17,6.35,6.35,3.17,3.17,7.94,14.29,7.94,6.35,6.35,0,34.92
"60QY000935",80,2.5,2.5,13.75,11.25,13.75,1.25,17.5,1.25,2.5,8.75,10,15
"60QY000936",56,7.14,5.36,28.57,8.93,0,12.5,12.5,1.79,1.79,1.79,14.29,5.36
"60QY000937",97,3.09,7.22,21.65,10.31,12.37,8.25,8.25,2.06,4.12,0,12.37,10.31
"60QY000938",65,3.08,3.08,35.38,7.69,3.08,9.23,9.23,6.15,0,1.54,9.23,12.31
"60QY000939",88,2.27,3.41,25,12.5,19.32,3.41,13.64,2.27,2.27,0,1.14,14.77
"60QY000940",46,0,0,10.87,10.87,2.17,13.04,8.7,17.39,2.17,2.17,10.87,21.74
"60QY000941",67,0,2.99,17.91,10.45,13.43,7.46,8.96,8.96,0,1.49,2.99,25.37
"60QY000942",137,8.03,9.49,21.9,5.11,20.44,3.65,5.84,1.46,1.46,0,5.84,16.79
"60QY000943",80,2.5,0,3.75,NA,3.75,10,8.75,13.75,2.5,1.25,5,48.75
"60QY000944",110,3.64,2.73,24.55,11.82,13.64,9.09,7.27,3.64,1.82,2.73,9.09,10
"60QY000945",58,0,1.72,13.79,1.72,5.17,10.34,10.34,10.34,6.9,6.9,5.17,27.59
"60QY000946",42,0,14.29,23.81,14.29,11.9,4.76,7.14,2.38,0,0,2.38,19.05
"60QY000947",138,0.72,2.17,21.74,10.87,18.84,5.8,6.52,7.25,0.72,0.72,4.35,20.29
"60QY000948",115,1.74,4.35,28.7,13.04,5.22,13.04,6.96,7.83,0,0,7.83,11.3
"60QY000949",122,3.28,3.28,28.69,10.66,4.92,10.66,9.84,4.1,0,0,11.48,13.11
"60QY000950",118,3.39,6.78,18.64,9.32,11.02,8.47,9.32,5.93,0.85,0.85,5.93,19.49
"60QY000951",40,2.5,0,12.5,17.5,2.5,10,12.5,17.5,0,0,12.5,12.5
"60QY000952",91,2.2,2.2,27.47,8.79,14.29,14.29,3.3,4.4,0,0,9.89,13.19
"60QY000953",41,0,2.44,7.32,4.88,2.44,19.51,19.51,14.63,2.44,0,2.44,24.39
"60QY000954",73,1.37,0,9.59,5.48,4.11,9.59,15.07,30.14,1.37,2.74,9.59,10.96
"60QY000955",103,1.94,3.88,23.3,3.88,28.16,7.77,8.74,5.83,0.97,0,4.85,10.68
"60QY000956",46,0,6.52,6.52,8.7,10.87,10.87,26.09,10.87,2.17,2.17,8.7,6.52
"60QY000957",78,1.28,1.28,19.23,5.13,5.13,7.69,14.1,8.97,2.56,0,2.56,32.05
"60QY000958",133,0.75,1.5,6.02,9.77,2.26,6.77,24.81,15.79,1.5,2.26,9.02,19.55
"60QY000959",54,1.85,1.85,5.56,11.11,0,7.41,27.78,20.37,1.85,3.7,5.56,12.96
