"dz_2011","total","active","inactive"
"S01012386",714,494,220
"S01012387",692,539,153
"S01012388",516,408,108
"S01012389",630,499,131
"S01012390",583,450,133
"S01012391",621,498,123
"S01012392",268,201,67
"S01012393",684,535,149
"S01012394",374,291,83
"S01012395",439,352,87
"S01012396",468,353,115
"S01012397",636,476,160
"S01012398",665,552,113
"S01012399",451,345,106
"S01012400",455,374,81
"S01012401",547,440,107
"S01012402",809,655,154
"S01012403",579,483,96
"S01012404",764,617,147
"S01012405",529,430,99
"S01012406",202,154,48
"S01012407",589,475,114
"S01012408",460,357,103
"S01012409",497,389,108
"S01012410",655,528,127
"S01012411",614,485,129
"S01012412",410,316,94
"S01012413",696,489,207
"S01012414",522,367,155
"S01012415",402,283,119
"S01012416",408,286,122
"S01012417",469,275,194
"S01012418",687,445,242
"S01012419",558,370,188
"S01012420",695,467,228
"S01012421",485,325,160
"S01012422",645,438,207
"S01012423",808,546,262
"S01012424",671,473,198
"S01012425",433,208,225
"S01012426",343,205,138
"S01012427",485,286,199
"S01012428",486,315,171
"S01012429",407,226,181
"S01012430",414,264,150
"S01012431",524,324,200
"S01012432",513,279,234
"S01012433",391,253,138
"S01012434",512,347,165
"S01012435",379,252,127
"S01012436",218,127,91
"S01012437",502,315,187
"S01012438",922,646,276
"S01012439",559,341,218
"S01012440",300,214,86
"S01012441",688,480,208
"S01012442",749,513,236
"S01012443",571,421,150
"S01012444",931,577,354
"S01012445",83,51,32
"S01012446",370,257,113
"S01012447",596,436,160
"S01012448",784,541,243
"S01012449",380,288,92
"S01012450",867,594,273
"S01012451",623,327,296
"S01012452",404,264,140
"S01012453",599,389,210
"S01012454",474,289,185
"S01012455",430,253,177
"S01012456",546,316,230
"S01012457",658,332,326
"S01012458",566,351,215
"S01012459",540,405,135
"S01012460",410,250,160
"S01012461",376,278,98
"S01012462",556,370,186
"S01012463",451,291,160
"S01012464",476,345,131
"S01012465",542,349,193
"S01012466",582,371,211
"S01012467",496,332,164
"S01012468",645,433,212
"S01012469",556,360,196
"S01012470",588,387,201
"S01012471",605,385,220
"S01012472",498,295,203
"S01012473",414,284,130
"S01012474",534,318,216
"S01012475",567,374,193
"S01012476",743,501,242
"S01012477",524,370,154
"S01012478",479,343,136
"S01012479",533,409,124
"S01012480",450,306,144
"S01012481",671,471,200
"S01012482",495,305,190
"S01012483",642,397,245
"S01012484",579,373,206
"S01012485",588,380,208
"S01012486",368,203,165
"S01012487",476,334,142
"S01012488",693,470,223
"S01012489",801,515,286
"S01012490",779,502,277
"S01012491",343,232,111
"S01012492",631,339,292
"S01012493",463,228,235
"S01012494",786,503,283
"S01012495",757,496,261
"S01012496",571,368,203
"S01012497",378,228,150
"S01012498",592,348,244
"S01012499",499,333,166
"S01012500",418,267,151
"S01012501",428,243,185
"S01012502",574,350,224
"S01012503",467,281,186
"S01012504",375,252,123
"S01012505",783,501,282
"S01012506",360,229,131
"S01012507",673,430,243
"S01012508",558,404,154
"S01012509",475,338,137
"S01012510",659,485,174
"S01012511",440,303,137
"S01012512",480,325,155
"S01012513",632,506,126
"S01012514",387,329,58
"S01012515",434,279,155
"S01012516",466,298,168
"S01012517",640,453,187
"S01012518",372,248,124
"S01012519",386,260,126
"S01012520",564,383,181
"S01012521",371,263,108
"S01012522",708,457,251
"S01012523",638,451,187
"S01012524",630,402,228
"S01012525",564,399,165
"S01012526",574,365,209
"S01012527",448,294,154
"S01012528",616,428,188
"S01012529",539,371,168
"S01012530",608,410,198
"S01012531",684,498,186
"S01012532",720,512,208
"S01012533",302,197,105
"S01012534",421,285,136
"S01012535",413,288,125
"S01012536",576,398,178
"S01012537",620,386,234
"S01012538",791,523,268
"S01012539",598,415,183
"S01012540",528,332,196
"S01012541",733,543,190
"S01012542",702,420,282
"S01012543",522,372,150
"S01012544",581,395,186
"S01012545",335,239,96
"S01012546",602,416,186
"S01012547",565,322,243
"S01012548",831,566,265
"S01012549",311,217,94
"S01012550",670,454,216
"S01012551",624,466,158
"S01012552",745,500,245
"S01012553",468,351,117
"S01012554",357,245,112
"S01012555",541,377,164
"S01012556",312,202,110
"S01012557",572,374,198
"S01012558",329,226,103
"S01012559",538,334,204
"S01012560",486,290,196
"S01012561",455,279,176
"S01012562",568,377,191
"S01012563",475,258,217
"S01012564",608,369,239
"S01012565",456,274,182
"S01012566",626,432,194
"S01012567",696,460,236
"S01012568",436,252,184
"S01012569",569,341,228
"S01012570",405,285,120
"S01012571",586,407,179
"S01012572",408,286,122
"S01012573",712,493,219
"S01012574",758,553,205
"S01012575",370,269,101
"S01012576",470,340,130
"S01012577",569,421,148
"S01012578",736,487,249
"S01012579",522,369,153
"S01012580",588,440,148
"S01012581",521,380,141
"S01012582",690,521,169
"S01012583",525,387,138
"S01012584",555,391,164
"S01012585",610,435,175
"S01012586",751,479,272
"S01012587",655,482,173
"S01012588",493,352,141
"S01012589",510,362,148
"S01012590",592,391,201
"S01012591",577,311,266
"S01012592",689,532,157
"S01012593",582,448,134
"S01012594",471,303,168
"S01012595",382,244,138
"S01012596",566,384,182
"S01012597",141,97,44
"S01012598",530,400,130
"S01012599",494,332,162
"S01012600",571,424,147
"S01012601",691,536,155
"S01012602",434,271,163
"S01012603",531,337,194
"S01012604",514,333,181
"S01012605",386,227,159
"S01012606",250,217,33
"S01012607",596,419,177
"S01012608",613,434,179
"S01012609",614,404,210
"S01012610",691,438,253
"S01012611",727,482,245
"S01012612",753,469,284
"S01012613",453,315,138
"S01012614",615,406,209
"S01012615",515,356,159
"S01012616",688,479,209
"S01012617",602,516,86
"S01012618",420,311,109
"S01012619",407,257,150
"S01012620",566,385,181
"S01012621",437,276,161
"S01012622",540,376,164
"S01012623",375,240,135
"S01012624",522,366,156
"S01012625",401,286,115
"S01012626",374,266,108
"S01012627",412,277,135
"S01012628",783,597,186
"S01012629",284,196,88
"S01012630",614,393,221
"S01012631",766,542,224
"S01012632",551,388,163
"S01012633",631,433,198
"S01012634",422,261,161
"S01012635",824,572,252
"S01012636",991,800,191
"S01012637",612,391,221
"S01012638",630,411,219
"S01012639",620,426,194
"S01012640",624,382,242
"S01012641",678,450,228
"S01012642",601,359,242
"S01012643",297,203,94
"S01012644",477,321,156
"S01012645",576,410,166
"S01012646",628,466,162
"S01012648",411,264,147
"S01012649",505,338,167
"S01012650",466,320,146
"S01012651",472,306,166
"S01012652",828,615,213
"S01012653",671,467,204
"S01012654",576,431,145
"S01012655",816,538,278
"S01012656",595,386,209
"S01012657",395,251,144
"S01012658",747,506,241
"S01012659",746,608,138
"S01012660",490,346,144
"S01012661",653,451,202
"S01012662",567,346,221
"S01012663",545,357,188
"S01012664",691,518,173
"S01012665",521,308,213
"S01012666",497,295,202
"S01012667",445,267,178
"S01012668",547,367,180
"S01012669",569,379,190
"S01012670",545,352,193
"S01012671",685,473,212
"S01012672",506,274,232
"S01012673",419,255,164
"S01012674",414,252,162
"S01012675",604,380,224
"S01012676",595,448,147
"S01012677",348,225,123
"S01012678",553,440,113
"S01012679",685,447,238
"S01012680",406,319,87
"S01012681",518,363,155
"S01012682",469,317,152
"S01012683",568,415,153
"S01012684",480,334,146
"S01012685",505,365,140
"S01012686",711,525,186
"S01012687",384,217,167
"S01012688",591,408,183
"S01012689",358,242,116
"S01012690",391,272,119
"S01012691",548,388,160
"S01012692",557,357,200
"S01012693",662,498,164
"S01012694",328,236,92
"S01012695",732,512,220
"S01012696",702,434,268
"S01012697",380,269,111
"S01012698",3000,2483,517
"S01012699",886,653,233
"S01012700",614,427,187
"S01012701",598,399,199
"S01012702",451,338,113
"S01012703",456,382,74
"S01012704",563,390,173
"S01012705",574,469,105
"S01012706",516,348,168
"S01012707",699,530,169
"S01012708",647,411,236
"S01012709",379,238,141
"S01012710",534,365,169
"S01012711",527,337,190
"S01012712",652,421,231
"S01012713",487,317,170
"S01012714",441,277,164
"S01012715",556,370,186
"S01012716",611,391,220
"S01012717",725,482,243
"S01012718",726,508,218
"S01012719",644,448,196
"S01012720",447,347,100
"S01012721",472,322,150
"S01012722",576,326,250
"S01012723",510,328,182
"S01012724",551,381,170
"S01012725",698,512,186
"S01012726",431,281,150
"S01012727",528,335,193
"S01012728",556,345,211
"S01012729",560,421,139
"S01012730",529,373,156
"S01012731",427,288,139
"S01012732",563,359,204
"S01012735",454,272,182
"S01012736",707,521,186
"S01012737",608,466,142
"S01012738",474,317,157
"S01012741",471,383,88
"S01012742",551,397,154
"S01012743",449,332,117
"S01012744",556,441,115
"S01012745",532,373,159
"S01012746",614,474,140
"S01012747",629,431,198
"S01012748",591,372,219
"S01012749",645,427,218
"S01012750",507,350,157
"S01012751",596,376,220
"S01012752",638,451,187
"S01012753",295,176,119
"S01012754",438,279,159
"S01012755",387,215,172
"S01012756",378,217,161
"S01012757",359,229,130
"S01012758",526,346,180
"S01012759",549,345,204
"S01012760",696,435,261
"S01012761",599,418,181
"S01012762",567,372,195
"S01012763",426,269,157
"S01012764",469,312,157
"S01012765",553,378,175
"S01012766",257,164,93
"S01012767",570,399,171
"S01012768",480,355,125
"S01012769",100,68,32
"S01012770",628,431,197
"S01012771",554,372,182
"S01012772",505,333,172
"S01012773",761,490,271
"S01012774",676,515,161
"S01012775",329,225,104
"S01012776",594,391,203
"S01012777",610,488,122
"S01012778",351,234,117
"S01012779",508,393,115
"S01012780",613,412,201
"S01012781",514,358,156
"S01012782",474,298,176
"S01012783",595,395,200
"S01012784",538,383,155
"S01012785",492,309,183
"S01012786",424,280,144
"S01012787",560,399,161
"S01012788",477,300,177
"S01012789",434,275,159
"S01012790",516,424,92
"S01012791",675,439,236
"S01012792",696,465,231
"S01012793",624,356,268
"S01012794",327,234,93
"S01012795",913,573,340
"S01012796",412,331,81
"S01012797",571,426,145
"S01012798",751,508,243
"S01012799",555,384,171
"S01012800",674,473,201
"S01012801",64,46,18
"S01012802",461,330,131
"S01012803",544,383,161
"S01012804",561,391,170
"S01012805",664,478,186
"S01012806",550,385,165
"S01012807",436,326,110
"S01012808",883,634,249
"S01012809",494,350,144
"S01012810",522,330,192
"S01012811",587,387,200
"S01012812",520,399,121
"S01012813",609,399,210
"S01012814",624,513,111
"S01012815",519,446,73
"S01012816",526,429,97
"S01012817",199,179,20
"S01012818",423,325,98
"S01012819",555,327,228
"S01012820",1177,941,236
"S01012822",239,139,100
"S01012823",732,602,130
"S01012824",400,298,102
"S01012825",339,202,137
"S01012826",277,190,87
"S01012827",675,531,144
"S01012828",1690,1438,252
"S01012829",607,396,211
"S01012830",455,284,171
"S01012831",466,262,204
"S01012832",340,229,111
"S01012833",529,306,223
"S01012834",366,266,100
"S01012835",804,494,310
"S01012837",565,355,210
"S01012838",990,672,318
"S01012839",551,424,127
"S01012840",647,534,113
"S01012841",461,358,103
"S01012842",393,309,84
"S01012843",707,511,196
"S01012844",521,387,134
"S01012845",511,348,163
"S01012846",695,406,289
"S01012847",403,287,116
"S01012848",541,404,137
"S01012849",528,388,140
"S01012850",608,391,217
"S01012851",611,394,217
"S01012852",534,381,153
"S01012853",514,345,169
"S01012854",646,512,134
"S01012855",517,423,94
"S01012856",506,323,183
"S01012857",578,340,238
"S01012858",571,370,201
"S01012859",561,390,171
"S01012860",738,448,290
"S01012861",539,400,139
"S01012862",461,281,180
"S01012863",527,356,171
"S01012864",635,417,218
"S01012865",557,344,213
"S01012866",589,412,177
"S01012867",559,299,260
"S01012868",458,296,162
"S01012869",405,258,147
"S01012870",729,468,261
"S01012871",635,423,212
"S01012872",665,502,163
"S01012873",508,377,131
"S01012874",583,373,210
"S01012875",455,310,145
"S01012876",584,348,236
"S01012877",552,345,207
"S01012878",726,547,179
"S01012879",535,380,155
"S01012880",590,412,178
"S01012881",604,401,203
"S01012882",452,291,161
"S01012883",456,245,211
"S01012884",352,223,129
"S01012885",347,230,117
"S01012886",626,453,173
"S01012887",542,369,173
"S01012888",588,393,195
"S01012889",651,507,144
"S01012890",529,322,207
"S01012891",356,230,126
"S01012892",834,519,315
"S01012893",476,290,186
"S01012894",663,520,143
"S01012895",388,319,69
"S01012896",681,415,266
"S01012897",917,739,178
"S01012899",578,382,196
"S01012900",903,664,239
"S01012901",523,379,144
"S01012902",585,426,159
"S01012903",619,441,178
"S01012904",573,414,159
"S01012905",331,229,102
"S01012906",825,629,196
"S01012907",475,331,144
"S01012908",524,338,186
"S01012909",411,289,122
"S01012910",654,419,235
"S01012911",536,365,171
"S01012912",537,359,178
"S01012913",562,394,168
"S01012914",636,454,182
"S01012915",745,599,146
"S01012916",510,325,185
"S01012917",537,386,151
"S01012918",465,354,111
"S01012919",334,223,111
"S01012920",397,241,156
"S01012921",398,291,107
"S01012922",719,544,175
"S01012923",541,395,146
"S01012924",395,285,110
"S01012925",378,271,107
"S01012926",558,409,149
"S01012927",582,408,174
"S01012928",596,433,163
"S01012929",541,369,172
"S01012930",607,409,198
"S01012931",649,445,204
"S01012932",515,397,118
"S01012933",597,428,169
"S01012934",500,317,183
"S01012935",616,466,150
"S01012936",524,382,142
"S01012937",526,397,129
"S01012938",381,230,151
"S01012939",477,359,118
"S01012940",555,432,123
"S01012941",460,351,109
"S01012942",555,391,164
"S01012943",538,410,128
"S01012944",379,261,118
"S01012945",538,420,118
"S01012946",658,522,136
"S01012947",365,273,92
"S01012948",482,366,116
"S01012949",705,527,178
"S01012950",672,542,130
"S01012952",1109,856,253
"S01012953",469,370,99
"S01012954",380,307,73
"S01012955",697,526,171
"S01012956",683,430,253
"S01012957",483,336,147
"S01012958",321,238,83
"S01012959",455,373,82
"S01012960",478,348,130
"S01012961",400,311,89
"S01012962",526,394,132
"S01012963",536,441,95
"S01012964",497,426,71
"S01012965",458,350,108
"S01012966",518,419,99
"S01012967",383,285,98
"S01012968",504,365,139
"S01012969",512,355,157
"S01012970",449,336,113
"S01012971",628,433,195
"S01012972",572,395,177
"S01012973",587,419,168
"S01012974",703,456,247
"S01012975",431,292,139
"S01012976",292,183,109
"S01012977",541,394,147
"S01012978",727,510,217
"S01012979",476,349,127
"S01012980",494,372,122
"S01012981",585,444,141
"S01012982",619,460,159
"S01012983",566,396,170
"S01012984",472,368,104
"S01012985",574,425,149
"S01012986",560,396,164
"S01012987",602,431,171
"S01012988",557,374,183
"S01012989",663,492,171
"S01012990",429,302,127
"S01012991",561,407,154
"S01012992",549,394,155
"S01012993",494,333,161
"S01012994",656,476,180
"S01012995",628,503,125
"S01012996",533,422,111
"S01012997",364,227,137
"S01012998",771,595,176
"S01012999",346,254,92
"S01013000",475,343,132
"S01013001",225,173,52
"S01013002",424,296,128
"S01013003",383,244,139
"S01013004",545,389,156
"S01013005",517,351,166
"S01013006",687,444,243
"S01013007",586,378,208
"S01013008",408,284,124
"S01013009",439,289,150
"S01013010",438,326,112
"S01013011",187,138,49
"S01013012",348,222,126
"S01013013",928,700,228
"S01013014",523,359,164
"S01013015",531,411,120
"S01013016",469,337,132
"S01013017",586,391,195
"S01013018",687,494,193
"S01013019",1052,814,238
"S01013020",333,250,83
"S01013021",342,257,85
"S01013022",63,44,19
"S01013023",568,352,216
"S01013024",446,307,139
"S01013025",228,179,49
"S01013026",459,297,162
"S01013027",726,461,265
"S01013028",877,686,191
"S01013029",524,340,184
"S01013030",365,242,123
"S01013031",479,335,144
"S01013032",360,305,55
"S01013033",577,454,123
"S01013034",456,306,150
"S01013035",628,430,198
"S01013036",585,412,173
"S01013037",567,424,143
"S01013038",701,508,193
"S01013039",416,340,76
"S01013040",480,305,175
"S01013041",445,350,95
"S01013042",613,475,138
"S01013043",510,340,170
"S01013044",610,404,206
"S01013045",490,370,120
"S01013046",392,250,142
"S01013047",685,556,129
"S01013048",646,537,109
"S01013049",639,464,175
"S01013050",608,364,244
"S01013051",667,459,208
"S01013052",437,294,143
"S01013053",465,294,171
"S01013054",589,411,178
"S01013055",512,336,176
"S01013056",677,457,220
"S01013057",602,386,216
"S01013058",294,251,43
"S01013059",451,283,168
"S01013060",381,250,131
"S01013061",633,388,245
"S01013062",573,386,187
"S01013063",580,388,192
"S01013064",684,456,228
"S01013065",661,429,232
"S01013066",502,366,136
"S01013067",850,555,295
"S01013068",554,359,195
"S01013069",648,423,225
"S01013070",492,271,221
"S01013071",968,609,359
"S01013072",354,213,141
"S01013073",639,422,217
"S01013074",387,230,157
"S01013075",763,435,328
"S01013076",683,410,273
"S01013077",504,305,199
"S01013078",417,262,155
"S01013079",1022,644,378
"S01013080",392,241,151
"S01013081",456,315,141
"S01013082",660,446,214
"S01013083",2416,1284,1132
"S01013084",530,367,163
"S01013085",531,267,264
"S01013086",634,438,196
"S01013087",610,371,239
"S01013088",687,443,244
"S01013089",563,362,201
"S01013090",597,426,171
"S01013091",330,212,118
"S01013092",439,307,132
"S01013093",766,530,236
"S01013094",446,286,160
"S01013095",517,351,166
"S01013096",380,227,153
"S01013097",1012,781,231
"S01013099",645,444,201
"S01013100",416,242,174
"S01013101",716,477,239
"S01013102",409,265,144
"S01013103",590,456,134
"S01013104",718,500,218
"S01013105",658,436,222
"S01013106",577,425,152
"S01013107",512,346,166
"S01013108",436,276,160
"S01013109",746,540,206
"S01013110",515,364,151
"S01013111",341,231,110
"S01013112",380,276,104
"S01013113",572,373,199
"S01013114",623,442,181
"S01013115",342,249,93
"S01013116",682,428,254
"S01013117",270,215,55
"S01013118",625,481,144
"S01013119",607,406,201
"S01013120",736,552,184
"S01013121",314,248,66
"S01013122",446,286,160
"S01013123",568,389,179
"S01013124",537,359,178
"S01013125",587,357,230
"S01013126",547,340,207
"S01013127",585,343,242
"S01013128",517,374,143
"S01013129",858,575,283
"S01013130",515,339,176
"S01013131",484,350,134
"S01013132",429,289,140
"S01013133",611,379,232
"S01013134",601,410,191
"S01013135",559,348,211
"S01013136",699,434,265
"S01013137",565,339,226
"S01013138",492,320,172
"S01013139",647,369,278
"S01013140",598,348,250
"S01013141",461,293,168
"S01013142",566,310,256
"S01013143",651,422,229
"S01013144",666,421,245
"S01013145",608,374,234
"S01013146",247,161,86
"S01013147",515,356,159
"S01013148",565,409,156
"S01013149",619,445,174
"S01013150",582,376,206
"S01013151",424,314,110
"S01013152",536,378,158
"S01013153",621,375,246
"S01013154",612,421,191
"S01013155",651,438,213
"S01013156",619,401,218
"S01013157",730,477,253
"S01013158",608,437,171
"S01013159",662,469,193
"S01013160",347,257,90
"S01013161",765,548,217
"S01013162",610,384,226
"S01013163",561,423,138
"S01013164",844,539,305
"S01013165",582,396,186
"S01013166",417,255,162
"S01013167",588,401,187
"S01013168",760,469,291
"S01013169",494,291,203
"S01013170",387,251,136
"S01013171",493,364,129
"S01013172",574,387,187
"S01013173",624,466,158
"S01013174",600,489,111
"S01013175",613,473,140
"S01013176",584,401,183
"S01013177",485,354,131
"S01013178",374,251,123
"S01013179",889,619,270
"S01013180",354,273,81
"S01013181",546,384,162
"S01013182",536,338,198
"S01013183",657,482,175
"S01013184",362,237,125
"S01013185",562,385,177
"S01013186",550,387,163
"S01013187",571,381,190
"S01013188",721,529,192
"S01013189",365,255,110
"S01013190",711,487,224
"S01013191",789,618,171
"S01013192",706,476,230
"S01013193",504,387,117
"S01013194",471,355,116
"S01013195",763,567,196
"S01013196",453,376,77
"S01013197",412,270,142
"S01013198",652,420,232
"S01013199",690,452,238
"S01013200",597,386,211
"S01013201",486,274,212
"S01013202",428,268,160
"S01013203",538,353,185
"S01013204",742,552,190
"S01013205",246,152,94
"S01013206",551,340,211
"S01013207",899,629,270
"S01013208",717,445,272
"S01013209",621,418,203
"S01013210",475,339,136
"S01013211",680,496,184
"S01013212",289,237,52
"S01013213",449,358,91
"S01013214",339,283,56
"S01013215",815,641,174
"S01013216",441,305,136
"S01013217",521,365,156
"S01013218",445,281,164
"S01013219",405,274,131
"S01013220",491,297,194
"S01013221",664,450,214
"S01013222",433,249,184
"S01013223",785,515,270
"S01013224",638,458,180
"S01013225",495,295,200
"S01013226",388,312,76
"S01013227",507,293,214
"S01013228",575,409,166
"S01013229",628,401,227
"S01013230",479,296,183
"S01013231",511,353,158
"S01013232",590,358,232
"S01013233",372,270,102
"S01013235",612,420,192
"S01013236",628,383,245
"S01013237",617,457,160
"S01013238",635,375,260
"S01013239",660,401,259
"S01013240",403,249,154
"S01013241",665,469,196
"S01013242",451,312,139
"S01013243",569,378,191
"S01013244",544,317,227
"S01013245",753,544,209
"S01013246",242,164,78
"S01013247",557,370,187
"S01013248",471,314,157
"S01013249",337,243,94
"S01013250",742,572,170
"S01013251",371,221,150
"S01013252",521,349,172
"S01013253",537,374,163
"S01013254",469,295,174
"S01013255",1147,483,664
"S01013256",397,260,137
"S01013257",479,323,156
"S01013258",588,406,182
"S01013259",622,442,180
"S01013260",788,558,230
"S01013261",501,348,153
"S01013262",485,323,162
"S01013263",277,215,62
"S01013264",220,174,46
"S01013265",492,402,90
"S01013266",302,258,44
"S01013267",537,363,174
"S01013268",613,455,158
"S01013269",1014,813,201
"S01013270",593,483,110
"S01013271",347,222,125
"S01013272",551,435,116
"S01013273",787,680,107
"S01013274",651,473,178
"S01013275",508,382,126
"S01013276",488,402,86
"S01013277",681,477,204
"S01013278",478,328,150
"S01013279",527,352,175
"S01013280",412,295,117
"S01013281",677,471,206
"S01013282",611,449,162
"S01013283",647,502,145
"S01013284",516,428,88
"S01013285",522,409,113
"S01013286",534,419,115
"S01013287",618,503,115
"S01013288",482,334,148
"S01013289",731,535,196
"S01013290",655,524,131
"S01013291",522,441,81
"S01013292",602,474,128
"S01013293",559,428,131
"S01013294",535,411,124
"S01013295",647,513,134
"S01013296",534,358,176
"S01013297",524,375,149
"S01013298",639,437,202
"S01013299",963,704,259
"S01013300",445,295,150
"S01013301",373,263,110
"S01013302",1051,840,211
"S01013303",782,523,259
"S01013304",607,435,172
"S01013305",740,511,229
"S01013306",636,405,231
"S01013307",792,552,240
"S01013308",453,322,131
"S01013309",476,368,108
"S01013310",395,293,102
"S01013311",482,329,153
"S01013312",894,597,297
"S01013313",509,343,166
"S01013314",583,388,195
"S01013316",498,331,167
"S01013317",430,311,119
"S01013318",466,375,91
"S01013319",422,330,92
"S01013320",726,632,94
"S01013321",384,270,114
"S01013322",556,412,144
"S01013323",738,515,223
"S01013324",481,332,149
"S01013325",623,429,194
"S01013326",409,281,128
"S01013327",529,381,148
"S01013328",465,319,146
"S01013329",402,267,135
"S01013330",825,656,169
"S01013331",475,403,72
"S01013332",499,363,136
"S01013333",496,376,120
"S01013334",557,393,164
"S01013335",684,481,203
"S01013336",648,435,213
"S01013337",1113,806,307
"S01013338",158,115,43
"S01013339",456,345,111
"S01013340",656,468,188
"S01013341",461,351,110
"S01013342",475,330,145
"S01013343",504,374,130
"S01013344",435,254,181
"S01013345",548,398,150
"S01013346",634,524,110
"S01013347",489,389,100
"S01013348",1190,964,226
"S01013349",799,653,146
"S01013350",318,249,69
"S01013351",596,439,157
"S01013352",674,495,179
"S01013353",488,341,147
"S01013354",448,326,122
"S01013355",482,344,138
"S01013356",541,362,179
"S01013357",638,490,148
"S01013358",607,426,181
"S01013359",453,294,159
"S01013360",521,340,181
"S01013361",445,281,164
"S01013362",341,220,121
"S01013363",503,309,194
"S01013364",478,302,176
"S01013365",1057,807,250
"S01013366",617,466,151
"S01013367",573,466,107
"S01013368",311,214,97
"S01013369",636,391,245
"S01013370",435,273,162
"S01013371",467,264,203
"S01013372",732,482,250
"S01013373",667,433,234
"S01013374",667,415,252
"S01013375",506,342,164
"S01013376",358,233,125
"S01013377",558,357,201
"S01013378",750,539,211
"S01013379",664,465,199
"S01013380",1165,957,208
"S01013381",469,317,152
"S01013382",219,165,54
"S01013383",505,317,188
"S01013384",452,292,160
"S01013385",372,276,96
"S01013386",521,379,142
"S01013387",407,270,137
"S01013388",459,297,162
"S01013389",588,442,146
"S01013390",263,179,84
"S01013391",672,513,159
"S01013392",180,131,49
"S01013393",341,209,132
"S01013394",500,313,187
"S01013395",413,260,153
"S01013396",576,504,72
"S01013397",549,411,138
"S01013398",98,82,16
"S01013399",728,568,160
"S01013400",504,376,128
"S01013401",2727,2350,377
"S01013404",165,144,21
"S01013405",498,338,160
"S01013406",456,313,143
"S01013407",386,265,121
"S01013408",625,436,189
"S01013409",805,604,201
"S01013410",86,64,22
"S01013411",550,419,131
"S01013412",541,374,167
"S01013413",552,406,146
"S01013414",676,474,202
"S01013415",489,288,201
"S01013416",452,305,147
"S01013417",673,477,196
"S01013418",310,214,96
"S01013419",363,270,93
"S01013420",331,247,84
"S01013421",650,565,85
"S01013422",540,393,147
"S01013423",628,449,179
"S01013424",370,283,87
"S01013425",261,175,86
"S01013426",615,407,208
"S01013427",734,577,157
"S01013428",483,326,157
"S01013429",173,117,56
"S01013430",533,407,126
"S01013431",856,608,248
"S01013432",494,350,144
"S01013433",492,355,137
"S01013434",385,285,100
"S01013435",480,373,107
"S01013436",615,457,158
"S01013437",523,391,132
"S01013438",430,286,144
"S01013439",694,436,258
"S01013440",773,500,273
"S01013441",558,399,159
"S01013442",607,450,157
"S01013443",457,337,120
"S01013444",703,508,195
"S01013445",410,295,115
"S01013446",508,361,147
"S01013447",419,351,68
"S01013448",577,386,191
"S01013449",499,380,119
"S01013450",451,356,95
"S01013451",656,522,134
"S01013452",576,434,142
"S01013453",547,367,180
"S01013454",572,425,147
"S01013455",427,306,121
"S01013456",591,406,185
"S01013457",655,447,208
"S01013458",564,418,146
"S01013459",610,421,189
"S01013460",597,413,184
"S01013461",781,616,165
"S01013462",657,538,119
"S01013463",292,229,63
"S01013464",536,373,163
"S01013465",514,333,181
"S01013466",616,400,216
"S01013467",671,518,153
"S01013468",375,250,125
"S01013469",657,449,208
"S01013470",655,458,197
"S01013471",630,451,179
"S01013472",212,167,45
"S01013473",235,198,37
"S01013474",390,323,67
"S01013475",545,387,158
"S01013476",496,340,156
"S01013477",459,314,145
"S01013478",643,500,143
"S01013479",599,403,196
"S01013480",494,321,173
"S01013481",353,238,115
